video_id,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,6.1,6.1,The,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,6.1,6.6,Pacific,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,6.6,7.4,Alliance,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,7.7,7.8,if,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,7.8,7.8,you,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,7.8,7.9,go,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,7.9,8.0,to,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,8.0,8.1,their,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,8.1,8.9,website,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,9.7,9.8,is,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,9.8,10.2,designed,1
ArHPG4irSvw,0,"The Pacific Alliance if you go to their website is designed to promote free trade something that isn't very fashionable in the world at this point president Bachelor when I want to start with you, what is the outlook for the Pacific Alliance in the context of a world that seems least the populations of the world seem unhappy with free trade. We know that the world is complicated right now everything in the world today's interconnected so you can have some issues that can affect your economy. But on the other hand, I mean to be honest, I mean before we sign a free trade agreement with China, we already had a problem with competing with China because the prices were not very competitive the Chilean prices since I mean in some area so you cannot blame free trade agreements for some issues that are have different explanations, but I know that but we the four countries we do believe in trade and it has been very positive opening up economies as being extremely productive.",0.7903668880462646,10.2,10.3,to,1
