video_id,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,1.5,1.7000000000000002,So,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,1.7000000000000002,1.9,the,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,1.9,2.1,new,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,2.1,2.3,free,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,2.3,2.6,trade,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,2.6,3.0,zones,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,3.0,3.2,will,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,3.2,3.4,be,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,3.4,4.0,launched,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,4.1,4.5,bringing,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,4.5,4.6,the,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,4.6,4.9,total,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,4.9,5.2,number,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,5.2,6.0,211,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,6.1,6.3,as,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,6.3,6.7,China,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,6.7,6.9,looks,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,6.9,7.1,to,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,7.1,7.6,replicate,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,7.6,7.6,the,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,7.6,8.1,success,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,8.1,8.2,of,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,8.2,8.7,previous,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,8.7,9.3,trials.,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,9.7,9.9,The,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,9.9,10.1,new,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,10.1,10.3,free,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,10.3,10.6,trade,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,10.6,11.0,zones,1
AlUjGsykFuE,0,"So the new free trade zones will be launched bringing the total number 211 as China looks to replicate the success of previous trials. The new free trade zones are located in the provinces of the awning. Judge Young Who Anna Cobain's Citron and Chassis and Chongqing municipality. China is hoping to press ahead with water reforms while allowing the reasons to tap their unique geographical and Industrial advantages for further experiments. China is counting on the free trade zones Chongqing Citron and shaanxi all in the countries less developed West to help spur the Region's economic Vitality Deputy Commerce. Minister Wang. Xuan says, the decision will further efforts in reform and Innovation throwing the door open even wider.",0.8756411075592041,11.0,11.2,are,1
