video_id,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,17.9,18.2,Free,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,18.2,18.5,trade,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,18.5,18.9,area,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,18.9,19.1,is,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,19.1,19.2,the,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,19.2,19.6,region,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,19.6,20.4,encompassing,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,20.4,20.4,a,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,20.4,20.8,trade,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,20.8,21.3,Bloc,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,21.3,21.6,whose,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,21.6,22.0,member,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,22.0,22.6,countries,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,22.6,22.8,have,1
hvTR3F0_VWU,0,"Free trade area is the region encompassing a trade Bloc whose member countries have signed a Free Trade Agreement stuh. Such agreements involve cooperation between at least two countries to reduce trade barriers import quotas and tariffs and to increase trade of goods and services with each other if people are also free to move between the countries in addition to a free trade agreement. It would also be considered an open border. It can be considered the second stage of economic integration unlike a customs Union the third stage of economic integration members of a free trade area do not have a common external tariff, which means they have different quotas.",0.7189074158668518,22.8,23.2,signed,1
