video_id,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,2.0,2.2,I'm,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,2.2,2.4,dr.,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,2.4,2.7,Mike,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,2.7,3.0,Evans.,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,3.0,3.2,And,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,3.2,3.4,today,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,3.4,3.6,I'm,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,3.6,3.9,reviewing,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,3.9,4.0,the,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,4.0,4.5,vaccine,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,4.5,4.6,for,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,4.6,4.8,the,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,4.8,5.4,human,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,5.4,6.6,papillomavirus.,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,7.3,7.4,Now,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,7.4,7.6,that,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,7.6,7.8,might,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,7.8,8.1,not,1
wQSTUIw8_1U,0,I'm dr. Mike Evans. And today I'm reviewing the vaccine for the human papillomavirus. Now that might not sound too to fascinating but believe me it is this is a story that involves sex parts of your body. We don't often talk about human relationships warts their immune system and unfortunately cancer so there will definitely be TMI here but I think the better you understand something the better your decision and I say decision because the question I want to look at today is should you or someone you care about get the HPV vaccine? So let's start with some background.,0.8414006233215332,8.1,8.7,sound,1
