video_id,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,3.1,3.3,In,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,3.3,3.6,the,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,3.6,4.4,US,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,4.4,4.7,only,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,4.7,5.4,40%,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,5.4,5.5,of,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,5.5,5.9,adults,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,5.9,6.0,get,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,6.0,6.2,the,1
msS04cMF8l0,0,In the US only 40% of adults get the flu shot having an option of a flu vaccine that could be self-administered could and well-tolerated could very much increase coverage of this important vaccine in the population. So this is the first time that we've been able to put a microneedle patch into a person give a vaccine and find out what happens a microneedle patch to a person using it looks a lot like a Band-Aid or nicotine patch. But if you zoom in under the microscope what you'll see is that there are some microscopically small needles they puncture painlessly into the skin. They dissolve encapsulated within those micro needles is the vaccine which is then released into the skin after a few minutes. We compared the immune response of a regular injection to that associated with the microneedle patch and they were similar to each other the microneedle patch.,0.9128401279449464,6.2,6.4,flu,1
